Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2022;Nombre de naissances domiciliées 2023;Part des emplois sal. dans le nb d’emplois au LT 2021;Nb d'hôtels 2024;Nb de chambres dans les hôtels 2024;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021;Part des ménages ayant au moins 1 voiture 2021
77020;Bannost-Villegagnon;658;3;62.4;0;0;84.8;0;94.9
77021;Barbey;151;1;80;0;0;80.3;1.4;96.9
77022;Barbizon;1265;5;63.2;2;42;72.8;1.6;95.6
77023;Barcy;375;6;74.3;0;0;90.2;0;94.2
77024;Bassevelle;385;4;37.4;0;0;63.4;0.6;90.4
77025;Bazoches-lès-Bray;889;7;63.6;0;0;78.8;0.6;93.6
77026;Beauchery-Saint-Martin;374;4;55.8;0;0;76.1;1.2;97.2
77027;Beaumont-du-Gâtinais;1136;10;76.8;0;0;82.9;1.4;93
77029;Beauvoir;185;2;64.3;0;0;86.8;1.1;98.8
77030;Bellot;776;5;79.9;0;0;80.8;0.3;95.6
77031;Bernay-Vilbert;991;17;67;0;0;83.1;0;95.6
77032;Beton-Bazoches;912;6;67.6;0;0;82.5;0;89.8
77033;Bezalles;224;3;66.9;0;0;78.6;0;95.1
77034;Blandy;769;7;77;0;0;86.4;1;97.6
77035;Blennes;546;7;54.4;0;0;80.6;0;96.9
77036;Boisdon;135;0;45.5;0;0;91.7;0;94
77037;Bois-le-Roi;6026;44;76.8;0;0;45.8;2.7;92.8
77038;Boissettes;432;5;81.2;0;0;75.1;1.7;95.7
77039;Boissise-la-Bertrand;1194;11;88;0;0;79.6;0.8;96.8
77040;Boissise-le-Roi;3828;48;84.9;0;0;80.9;0.6;95.6
77041;Boissy-aux-Cailles;274;1;58;0;0;88.4;0;99.2
77042;Boissy-le-Châtel;3313;26;71.7;0;0;81.7;0.6;94.4
77043;Boitron;326;5;56.4;0;0;75.6;0.7;96.1
77044;Bombon;936;9;88.7;0;0;83;0.5;94.9
77045;Bougligny;730;5;78.8;0;0;85.5;0;95.3
77046;Boulancourt;341;1;50;0;0;86.7;1.2;95.9
77047;Bouleurs;1731;15;72;0;0;83;0.1;95.3
77048;Bourron-Marlotte;2782;10;74;0;0;75.7;0.9;93.5
77049;Boutigny;850;3;67.7;0;0;84;0.4;96.3
77050;Bransles;529;1;51.7;0;0;78.2;0.9;97.2
77051;Bray-sur-Seine;2378;27;90.9;0;0;59.5;1;76.2
77052;Bréau;371;4;71.7;0;0;81.3;0;92.4
77053;Brie-Comte-Robert;18999;257;89.4;3;185;76.5;1.3;88.2
77054;La Brosse-Montceaux;736;8;85;0;0;75.1;0.3;93.4
77055;Brou-sur-Chantereine;5094;78;83.9;0;0;56;1.4;82.7
77056;Burcy;148;1;37.8;0;0;86.4;0;94.1
77057;Bussières;573;10;77.1;0;0;67.5;0;85.6
77058;Bussy-Saint-Georges;26334;351;88.8;4;434;41.5;0.9;78.7
77059;Bussy-Saint-Martin;728;4;88.8;0;0;66.4;0.9;96.9
77060;Buthiers;771;8;78.8;0;0;87.7;0;94.6
77061;Cannes-Écluse;2742;20;90.1;1;42;71.7;0.8;91.6
77062;Carnetin;457;3;65.4;0;0;75.9;0;91.1
77063;La Celle-sur-Morin;1246;14;73.4;0;0;82.7;0.2;94.8
77065;Cély;1256;15;76.9;0;0;83.1;0.2;96.5
77066;Cerneux;277;2;55.8;0;0;84.2;0.9;93.7
77067;Cesson;11141;101;89.3;0;0;67.6;1.1;91.7
77068;Cessoy-en-Montois;213;3;45.1;0;0;78.5;2.3;96
77069;Chailly-en-Bière;2172;21;72.3;0;0;77.3;1.5;94.4
77070;Chailly-en-Brie;1557;15;84.1;0;0;80.5;0.5;95.8
77071;Chaintreaux;831;10;62.9;0;0;80.3;0.3;97
77072;Chalautre-la-Grande;657;6;61.6;0;0;77.9;0;97.5
77073;Chalautre-la-Petite;545;7;73.5;0;0;77.5;2.2;98
77075;Chalifert;1581;18;64;0;0;74.9;0.9;96.7
77076;Chalmaison;758;6;93.4;0;0;68;0.3;95.1
77077;Chambry;1051;10;61.8;0;0;80.9;0;94.6
77078;Chamigny;1431;18;84.5;0;0;62.9;0;95.3
77079;Champagne-sur-Seine;6491;71;85.4;0;0;64.3;1.1;79.2
77080;Champcenest;197;3;63.7;0;0;79.1;0;93.5
77081;Champdeuil;735;7;86.9;0;0;88.8;0;97
77082;Champeaux;814;9;84.6;0;0;82.5;0;95.3
77083;Champs-sur-Marne;26661;333;91.6;1;110;42.6;1.2;72.5
77084;Changis-sur-Marne;1352;18;75.7;0;0;62.8;0;94.2
77085;Chanteloup-en-Brie;4166;44;87.5;2;162;64.1;1.5;88.9
77086;La Chapelle-Gauthier;1398;12;66.3;0;0;80.1;0.3;91.4
77087;La Chapelle-Iger;191;4;50;0;0;86.3;0;97.3
77088;La Chapelle-la-Reine;2236;20;83.5;0;0;81.9;1.1;92
77089;La Chapelle-Rablais;907;8;53;0;0;85.1;0.2;96.9
77090;La Chapelle-Saint-Sulpice;239;2;71.3;0;0;77.7;1.8;97.7
77091;Les Chapelles-Bourbon;464;6;83.9;0;0;73.8;0.4;98.8
77093;La Chapelle-Moutils;405;4;45.3;0;0;87;0.6;92.6
77094;Charmentray;294;2;83.7;0;0;86.8;0;98.2
77095;Charny;1584;22;85.1;0;0;80.3;0.1;95.8
77096;Chartrettes;2593;23;80.6;0;0;64.2;0.7;96.4
77097;Chartronges;302;2;46.4;1;19;87.5;0;99.1
77098;Châteaubleau;363;5;88.8;0;0;77.7;0.6;97.1
77099;Château-Landon;3150;28;84.9;1;14;70.7;1.3;87.4
77100;Le Châtelet-en-Brie;4231;25;86.9;0;0;78.7;1;93.5
77101;Châtenay-sur-Seine;1049;8;65.2;0;0;83.1;0.8;95.2
77102;Châtenoy;157;0;30.3;0;0;84.6;0;98.5
77103;Châtillon-la-Borde;224;2;49.9;0;0;87.9;0;95.7
77104;Châtres;712;8;96.5;0;0;72.6;0.6;98
77106;Chauffry;1004;12;61.1;0;0;80.7;0.4;95.9
77107;Chaumes-en-Brie;3452;31;80.8;0;0;76.3;0.6;93
77108;Chelles;54372;772;87.4;4;255;48.5;1.2;77.8
77109;Chenoise-Cucharmoy;1629;16;76;0;0;76.5;0.6;87.7
77110;Chenou;295;4;50.6;0;0;82.7;0.8;96.1
77111;Chessy;7242;138;96.3;4;3149;55.5;0.8;85.4
77112;Chevrainvilliers;255;0;60;0;0;84.7;1.8;98.1
77113;Chevru;1026;14;53.7;0;0;86.6;0;97.4
77114;Chevry-Cossigny;4019;50;86.9;0;0;82.8;0.5;95.9
77115;Chevry-en-Sereine;504;4;67.8;0;0;84.1;0;94.9
77116;Choisy-en-Brie;1331;14;76.7;0;0;84.5;0.4;94.8
77117;Citry;924;7;46.1;0;0;64;0;93.5
77118;Claye-Souilly;12381;159;90.8;1;60;76.9;0.3;91.9
77119;Clos-Fontaine;235;2;59.2;0;0;82.8;0;98
77120;Cocherel;619;8;64.9;0;0;81.9;0;94.3
77121;Collégien;3332;30;94.4;2;332;57.3;0.8;91.8
77122;Combs-la-Ville;22712;288;89.7;0;0;56.9;1;85.2
77123;Compans;821;5;95.8;0;0;67.7;0.5;94.7
77124;Conches-sur-Gondoire;1751;8;74.1;0;0;73.3;0.7;95.4
77125;Condé-Sainte-Libiaire;1470;16;71.8;0;0;71.5;0;94.2
77126;Congis-sur-Thérouanne;1776;19;91.7;0;0;79.8;0.4;94.9
77127;Coubert;1942;42;92.6;0;0;77.4;1.1;93.1
77128;Couilly-Pont-aux-Dames;2131;17;83.8;0;0;74.1;0.2;93.7
77129;Coulombs-en-Valois;579;8;63.7;0;0;71.3;0;94.8
77130;Coulommes;534;4;84.2;0;0;86.2;0.3;96.4
77131;Coulommiers;15696;163;88.6;1;21;63.4;0.6;77
77132;Coupvray;3008;39;94.3;2;2010;70.9;0.4;94.8
77133;Courcelles-en-Bassée;214;2;83.7;0;0;87.9;0;99.1
77134;Courchamp;151;2;50;0;0;79.7;0;96.5
77135;Courpalay;1497;19;63.9;0;0;82.7;0.1;96.6
77136;Courquetaine;187;2;56;0;0;80.2;0;96.2
77137;Courtacon;244;1;47.6;0;0;81.6;0;91
77138;Courtomer;568;7;80.3;0;0;81.1;0.4;99.5
77139;Courtry;7107;87;85.8;0;0;76.5;1.4;94.1
77140;Coutençon;265;1;65.4;0;0;83.6;0;99
77141;Coutevroult;1191;12;85.6;0;0;74.1;0.3;96.5
77142;Crécy-la-Chapelle;4881;37;79.1;0;0;74;0.4;90.4
77143;Crégy-lès-Meaux;5419;62;88.9;0;0;66.1;0.7;91.1
77144;Crèvecœur-en-Brie;450;3;76;0;0;75.6;0.5;98
77145;Crisenoy;595;5;87.1;0;0;86;0;96.9
77146;Croissy-Beaubourg;1969;13;94.3;0;0;61.5;0.8;94.9
77147;La Croix-en-Brie;672;8;68.2;0;0;77.8;0.6;94.7
77148;Crouy-sur-Ourcq;1806;22;80.6;0;0;71;0.4;88.9
77150;Cuisy;471;4;62;0;0;86.3;0;97.2
77151;Dagny;293;2;66.1;0;0;90.6;0;92.1
77152;Dammarie-les-Lys;23252;393;91.2;1;47;53.9;0.9;77.9
77153;Dammartin-en-Goële;11508;152;88.9;0;0;74.5;0.3;91.6
77154;Dammartin-sur-Tigeaux;1268;26;65.2;0;0;84.2;0.2;96.5
77155;Dampmart;3655;35;70.8;1;22;68.5;1.1;92.7
77156;Darvault;946;6;90.1;0;0;80.5;0.6;96.5
77157;Dhuisy;330;7;66.5;0;0;78;1.2;92.8
77158;Diant;196;1;49.9;0;0;72.7;1.3;91.4
77159;Donnemarie-Dontilly;2726;27;81;0;0;76.8;0.4;89.9
77161;Dormelles;803;9;67.8;0;0;73.9;0.3;97.4
77162;Doue;1119;21;56.6;0;0;83.5;0.2;96.1
77163;Douy-la-Ramée;388;6;83.3;0;0;85.2;0;95.8
77164;Échouboulains;557;5;70.8;0;0;87.5;0;96.7
77165;Les Écrennes;619;9;79.5;1;30;87.9;0.9;95.8
77167;Égligny;313;5;78.2;0;0;81.7;0;94
77168;Égreville;2164;18;68.8;0;0;78.5;1.5;92
77169;Émerainville;7536;108;93.2;1;84;54.3;1.3;90.8
77171;Esbly;6237;49;77.8;0;0;56.8;0.9;89.2
77172;Esmans;904;10;79.9;1;63;76.1;1.7;94.2
77173;Étrépilly;813;9;65.6;0;0;81.8;0;94.7
77174;Everly;570;6;66.4;0;0;71;0;94.4
77175;Évry-Grégy-sur-Yerre;3236;37;78;0;0;85.3;0.6;97.7
77176;Faremoutiers;3035;33;81;0;0;78.4;0.6;93.5
77177;Favières;1293;12;69.2;0;0;74.3;0.3;96.1
77178;Faÿ-lès-Nemours;498;7;57.2;0;0;81.8;0.9;98
77179;Féricy;613;7;67.7;0;0;80.2;0.3;96.7
77180;Férolles-Attilly;1251;8;92.2;0;0;77.9;0.4;97.8
77181;Ferrières-en-Brie;3887;45;94.4;1;232;67.3;0.8;90.5
77182;La Ferté-Gaucher;4762;66;88;1;20;66.3;0.8;78.9
77183;La Ferté-sous-Jouarre;10004;110;86.5;3;72;48.6;0.3;73.7
77184;Flagy;594;3;57.9;1;7;83.4;0;95
77185;Fleury-en-Bière;683;5;83.7;0;0;86.5;0.6;98.1
77186;Fontainebleau;15787;105;84;12;532;49.4;4.1;73.9
77187;Fontaine-Fourches;578;10;80.2;0;0;86.6;0;95.8
77188;Fontaine-le-Port;1014;10;72.3;0;0;68.8;1.5;97.1
77190;Fontains;261;0;63.1;0;0;77.4;0;96.5
77191;Fontenailles;1090;13;73.1;0;0;81.9;0;96.2
77192;Fontenay-Trésigny;5887;78;85.8;2;124;72.1;0.8;89
77193;Forfry;240;4;72.6;0;0;86.9;0;100
77194;Forges;432;6;87.6;0;0;83.4;0.6;95.3
77195;Fouju;631;5;65.1;0;0;86.6;0.3;97.5
77196;Fresnes-sur-Marne;947;10;79.8;0;0;87.1;0.8;97.4
77197;Frétoy;173;3;53.8;0;0;83.9;0;96.6
77198;Fromont;230;1;67.8;0;0;81;0;93.7
77199;Fublaines;1381;18;74.5;0;0;78.4;1.2;95.3
77200;Garentreville;123;2;38;0;0;86.4;0;93.5
77201;Gastins;722;4;72.7;0;0;89.3;0.3;96.3
77202;La Genevraye;827;5;79.6;0;0;71.3;1.5;96.5
77203;Germigny-l'Évêque;1350;9;73.4;1;8;78.6;0.2;96.8
77204;Germigny-sous-Coulombs;203;2;93.1;0;0;71.8;1.3;92.4
77205;Gesvres-le-Chapitre;146;1;41.2;0;0;90.9;0;97.9
77206;Giremoutiers;186;2;56;0;0;80.8;0;98.4
77207;Gironville;161;2;49.7;0;0;77.4;0;97.1
77208;Gouaix;1320;8;74;0;0;69.1;0.7;92.7
77209;Gouvernes;1175;7;71.6;0;0;71.1;1.8;96.8
77210;La Grande-Paroisse;2899;24;85.8;0;0;77.7;0.3;91.6
77211;Grandpuits-Bailly-Carrois;1014;11;93.5;0;0;82.5;0;96.1
77212;Gravon;158;0;68.7;0;0;77.8;1.9;92.2
77214;Gressy;803;12;56.1;1;85;71.8;0.6;98.8
77215;Gretz-Armainvilliers;8682;123;90.8;0;0;63.4;0.7;85.3
77216;Grez-sur-Loing;1457;11;70.6;0;0;77.7;0.6;92.9
77217;Grisy-Suisnes;2848;45;68.4;0;0;85;0.7;95.7
77218;Grisy-sur-Seine;115;0;55.1;0;0;79.2;0;93.9
77219;Guérard;2669;34;56;0;0;80.3;0.5;95.5
77220;Guercheville;272;1;39.2;0;0;84.6;0.8;96.2
77221;Guermantes;1151;16;76.3;0;0;70.6;1.6;97.4
77222;Guignes;4434;68;82.2;0;0;76.9;0.5;92.7
77223;Gurcy-le-Châtel;563;1;89.2;0;0;78.3;2.2;96
77224;Hautefeuille;254;0;94.5;0;0;46.6;0;93.9
77225;La Haute-Maison;342;4;52.3;0;0;79.8;2;99.1
77226;Héricy;2511;7;73;0;0;71.2;0.8;95.4
77227;Hermé;634;9;76.4;0;0;81.3;0;94.1
77228;Hondevilliers;260;1;56.3;0;0;69.9;0;99.1
77229;La Houssaye-en-Brie;1703;23;84.4;0;0;75.4;0.4;96.1
77230;Ichy;158;6;52.2;0;0;86.8;0;97.1
77231;Isles-les-Meldeuses;780;7;85;0;0;66.1;0.3;94.4
77232;Isles-lès-Villenoy;1136;28;83;0;0;71.9;0.9;95.1
77233;Iverny;610;8;67.2;0;0;84.8;0;98.6
77234;Jablines;665;5;79.8;0;0;80.9;0.8;98.6
77235;Jaignes;320;3;79.2;0;0;82.7;0.6;97.3
77236;Jaulnes;346;1;59.3;0;0;86.9;0;93.7
77237;Jossigny;639;3;96.6;1;31;69.6;0;91.8
77238;Jouarre;4262;34;79.8;0;0;69.2;0.4;90.7
77239;Jouy-le-Châtel;1581;29;68.5;0;0;79;0.4;92.4
77240;Jouy-sur-Morin;2221;25;76.8;0;0;82.5;0.5;90.6
77241;Juilly;2031;18;87.9;0;0;76;0.2;94.6
77242;Jutigny;542;4;59.3;0;0;73.5;0.4;93.2
77243;Lagny-sur-Marne;21433;263;86.9;1;56;55.8;1.3;79.6
77244;Larchant;729;7;50.7;0;0;73.9;1.6;95.8
77245;Laval-en-Brie;394;6;61;0;0;84.2;0;92.2
77246;Léchelle;577;4;65.4;0;0;83.5;0.4;96.4
77247;Lescherolles;450;1;56.8;0;0;87.6;0;94.1
77248;Lesches;767;4;72.9;0;0;80.5;0.3;97.5
77249;Lésigny;7015;52;71;1;47;79.6;0.2;96.8
77250;Leudon-en-Brie;167;2;58.9;0;0;89.6;0;98.4
77251;Lieusaint;14096;239;92.9;1;77;59.4;0.9;80.8
77252;Limoges-Fourches;599;6;87.5;0;0;74.3;1.1;94.6
77253;Lissy;343;11;65.2;0;0;85.3;0;96.3
77254;Liverdy-en-Brie;1366;21;67.9;0;0;76.6;0.5;96.1
77255;Livry-sur-Seine;2224;26;73.7;0;0;71;2.5;90.9
77256;Lizines;178;1;80.1;0;0;84.5;1.4;95.8
77257;Lizy-sur-Ourcq;3575;54;91.3;0;0;64.1;0.3;77.6
77258;Lognes;14678;185;92.6;1;55;36.1;1;76.4
77259;Longperrier;2911;48;88.8;1;71;74.4;0.1;84.9
77260;Longueville;1802;13;90.3;0;0;55.3;1.5;78.5
77261;Lorrez-le-Bocage-Préaux;1244;18;77.9;0;0;72.2;0.6;93.2
77262;Louan-Villegruis-Fontaine;492;3;68.3;0;0;78.6;0;94.7
77263;Luisetaines;231;2;61.3;0;0;81;0;96.6
77264;Lumigny-Nesles-Ormeaux;1482;14;66.7;0;0;79.6;0.1;96.5
77265;Luzancy;1048;13;87.1;0;0;68.7;0;94.8
77266;Machault;790;16;62.2;0;0;86.3;0.8;97.6
77267;La Madeleine-sur-Loing;351;1;61.8;0;0;83.4;0;94.1
77268;Magny-le-Hongre;9058;73;84;6;2135;60.1;0.9;85.5
77269;Maincy;1833;26;83.7;0;0;82.8;0.2;93.7
77270;Maisoncelles-en-Brie;967;13;78.7;0;0;83.7;0;96.3
77271;Maisoncelles-en-Gâtinais;139;0;33.3;0;0;77.6;0;91.1
77272;Maison-Rouge;853;17;69.9;0;0;72.1;0;94.2
77273;Marchémoret;614;12;80.4;0;0;83.3;0.3;97.3
77274;Marcilly;463;5;66.5;0;0;88.4;0;96.1
77275;Les Marêts;154;0;81.3;0;0;85;0;90.6
77276;Mareuil-lès-Meaux;3313;43;90.4;0;0;70.5;0.7;81
77277;Marles-en-Brie;1889;20;71.2;0;0;71.3;0.4;96.9
77278;Marolles-en-Brie;413;6;77;0;0;83.8;0;98
77279;Marolles-sur-Seine;1793;17;88.3;0;0;76.9;0.8;95.7
77280;Mary-sur-Marne;1135;11;92.5;0;0;73.8;0.6;89.4
77281;Mauperthuis;487;4;36.1;0;0;78.6;0;99
77282;Mauregard;351;5;90.4;2;60;84.1;0;90.1
77283;May-en-Multien;884;5;72.4;0;0;84.2;0;94.7
77284;Meaux;56659;897;90.4;4;220;47.6;1.6;68.9
77285;Le Mée-sur-Seine;19527;293;89.7;0;0;55;1.1;77.1
77286;Meigneux;234;0;56.5;0;0;79.3;0.8;97.9
77287;Meilleray;505;8;56.8;0;0;89;0;95
77288;Melun;43685;841;91.9;1;75;46.7;1.1;69.4
77289;Melz-sur-Seine;346;2;61.1;0;0;84.3;0;96.4
77290;Méry-sur-Marne;683;6;62.9;0;0;73.2;0;94.2
77291;Le Mesnil-Amelot;992;13;97.3;6;917;56;0.4;89.9
77292;Messy;1204;11;81.4;0;0;82.9;0.3;97.3
77293;Misy-sur-Yonne;857;14;60.3;0;0;78.7;0.2;94.3
77294;Mitry-Mory;20393;229;91.7;1;82;65.6;1;86.4
77295;Moisenay;1363;12;74.6;0;0;87.4;0.4;96.6
77296;Moissy-Cramayel;18498;272;94.4;1;50;58.3;0.9;84.2
77297;Mondreville;330;0;58.1;0;0;83.3;0;97.7
77298;Mons-en-Montois;445;3;49.8;0;0;81.2;0;99
77300;Montceaux-lès-Meaux;646;6;72.9;0;0;72.9;1;95.9
77301;Montceaux-lès-Provins;321;2;51.3;0;0;74.2;0.7;96.9
77302;Montcourt-Fromonville;1908;8;67.8;0;0;80.2;1.2;96
77303;Montdauphin;237;1;52.2;0;0;85.7;1;93.5
77304;Montenils;30;0;0;0;0;80;0;91.7
77305;Montereau-Fault-Yonne;21840;247;91.4;1;8;56.3;0.9;72.3
77306;Montereau-sur-le-Jard;498;5;96.8;0;0;85.1;0.4;95.8
77307;Montévrain;14847;209;88.8;2;170;54.3;1.2;84.7
77308;Montgé-en-Goële;724;8;69.4;0;0;83;0;97.8
77309;Monthyon;1747;12;83.6;0;0;82;0;96.8
77310;Montigny-le-Guesdier;302;2;46.1;0;0;87;0;97.6
77311;Montigny-Lencoup;1362;14;57.7;0;0;82.1;0;95.3
77312;Montigny-sur-Loing;2634;19;63.9;0;0;69.4;0.4;92.1
77313;Montmachoux;228;2;34.7;0;0;80;0;96.8
77314;Montolivet;251;2;58.3;0;0;85.9;0;94.3
77315;Montry;3872;43;76.8;0;0;68.5;0.9;93.8
77316;Moret-Loing-et-Orvanne;12576;85;84.2;2;83;59.5;1.4;88.8
77317;Mormant;5280;61;90.3;0;0;69.1;0.7;88.8
77318;Mortcerf;1405;12;81.6;0;0;74;0;94.2
77319;Mortery;139;0;52.3;0;0;85.9;0;98.4
77320;Mouroux;5869;59;78.5;0;0;76.8;0.4;94.2
77321;Mousseaux-lès-Bray;672;4;81.7;0;0;71.9;2.6;91.9
77322;Moussy-le-Neuf;3255;30;93.4;0;0;82;0.4;93.2
77323;Moussy-le-Vieux;1475;18;93.5;0;0;83.7;0.3;95.3
77325;Mouy-sur-Seine;357;0;83.3;0;0;84.6;2;89.1
77326;Nandy;6322;75;85.4;0;0;71.5;1.1;91.3
77327;Nangis;8883;112;89.3;2;36;55.1;0.7;78.6
77328;Nanteau-sur-Essonne;410;2;63.1;0;0;87.9;0;95.6
77329;Nanteau-sur-Lunain;697;6;93.6;0;0;53.8;0;95.7
77330;Nanteuil-lès-Meaux;7054;88;86.2;3;175;69.5;0.9;90.8
77331;Nanteuil-sur-Marne;413;3;64.1;1;9;45.8;0;83.8
77332;Nantouillet;303;5;55.8;0;0;84.1;0;97.2
77333;Nemours;13118;142;89.8;3;184;58.5;2.1;76.2
77335;Chauconin-Neufmontiers;3726;26;93.9;0;0;74.8;0;94.8
77336;Neufmoutiers-en-Brie;1277;20;95.6;0;0;76.4;2.2;96.7
77337;Noisiel;15927;227;92.4;1;60;35.7;0.7;69.2
77338;Noisy-Rudignon;592;4;70.6;0;0;79.4;0;95.3
77339;Noisy-sur-École;1822;10;68.2;0;0;83.9;0.9;96.9
77340;Nonville;596;4;59.1;0;0;85.5;1.5;95.8
77341;Noyen-sur-Seine;376;3;61.3;0;0;82.9;0;93.7
77342;Obsonville;120;2;41.6;0;0;84.7;1.7;98.1
77343;Ocquerre;376;4;84.8;0;0;72.9;0;90.9
77344;Oissery;2488;31;81.6;0;0;81.6;0.3;97
77345;Orly-sur-Morin;660;7;65.9;0;0;71.5;0;93.8
77347;Les Ormes-sur-Voulzie;862;8;90.5;0;0;79.4;1.2;93.1
77348;Ormesson;244;2;87.3;0;0;79.7;0.8;97.3
77349;Othis;6741;71;78.5;0;0;80;0.5;93.7
77350;Ozoir-la-Ferrière;20969;230;83.8;1;31;65.8;1;89.4
77352;Ozouer-le-Voulgis;2002;24;74;0;0;85.4;0.2;95.1
77353;Paley;481;2;66.9;0;0;81.2;0.5;96.2
77354;Pamfou;966;7;84.4;0;0;84;0.2;95.2
77355;Paroy;184;0;81.8;0;0;84.3;2.9;93.7
77356;Passy-sur-Seine;46;1;74.8;0;0;95;0;100
77357;Pécy;844;15;77.8;0;0;82.2;0.8;97.5
77358;Penchard;1357;18;75;0;0;76.1;0.5;87.7
77359;Perthes;2074;16;79.6;0;0;83.1;1.3;96
77360;Pézarches;404;8;56.6;0;0;81.5;0;97.4
77361;Pierre-Levée;474;9;66.9;0;0;84.3;0;97.3
77363;Le Pin;1528;22;79.6;0;0;81.6;0.3;96.4
77364;Le Plessis-aux-Bois;255;5;73.8;0;0;93.2;0;95.5
77365;Le Plessis-Feu-Aussoux;606;5;68.8;0;0;89.9;0.3;97.4
77366;Le Plessis-l'Évêque;291;2;76.5;0;0;85.1;0;99
77367;Le Plessis-Placy;296;4;64.4;0;0;84.8;0;98.3
77368;Poigny;505;1;92.5;0;0;78.1;0.9;92.8
77369;Poincy;776;7;92.8;0;0;72.8;0.9;96.6
77370;Poligny;802;5;63.8;0;0;80.7;0.6;96.4
77371;Pommeuse;3039;19;70.1;0;0;81.5;0.3;94.9
77372;Pomponne;4149;48;84.9;1;6;61.1;1.1;88.8
77373;Pontault-Combault;38941;444;86.6;3;266;59.6;1.4;86.3
77374;Pontcarré;2149;20;78.6;0;0;76.4;0.4;95.2
77376;Précy-sur-Marne;760;8;72.7;0;0;86.5;0;99.6
77377;Presles-en-Brie;2342;31;86.8;0;0;74.8;0.5;95.8
77378;Pringy;3861;62;82.3;0;0;80.4;1;92.2
77379;Provins;11824;122;88.6;4;128;57.5;1.9;71
77380;Puisieux;319;4;78.5;0;0;85.8;0;97.5
77381;Quiers;652;11;63.6;0;0;77;0.3;97.8
77382;Quincy-Voisins;5506;43;83.7;0;0;74;0.3;92.4
77383;Rampillon;833;7;67.1;0;0;81.2;0.2;98.4
77384;Réau;2045;16;98;0;0;79;0.3;94.7
77385;Rebais;2291;29;82.8;0;0;76.1;0.2;89.9
77386;Recloses;624;5;59.1;0;0;76.3;0.3;95.3
77387;Remauville;471;3;68.7;0;0;86.7;0;93.9
77388;Reuil-en-Brie;808;6;75.7;0;0;71.2;0;92.8
77389;La Rochette;3919;48;85.3;1;50;51.5;1.2;86.2
77390;Roissy-en-Brie;23521;327;90.3;0;0;55;1.3;84.2
77391;Rouilly;495;5;80.9;0;0;80.5;2.6;95.4
77392;Rouvres;1021;16;85.3;0;0;77.3;0.5;97.6
77393;Rozay-en-Brie;2840;24;82.9;0;0;76.8;0.4;89.1
77394;Rubelles;3450;51;94.4;1;54;71.9;0.6;91.7
77395;Rumont;126;2;50.3;0;0;86.9;0;90.9
77396;Rupéreux;102;0;39.7;0;0;83;0;97.5
77397;Saâcy-sur-Marne;1869;22;66.8;0;0;58.9;0.5;88.3
77398;Sablonnières;768;8;59.7;0;0;83;0;94.9
77400;Saint-Augustin;1865;20;60;0;0;78.6;0.1;96.9
77401;Sainte-Aulde;692;10;69.3;0;0;70.8;0;95.3
77402;Saint-Barthélemy;340;3;48.2;0;0;83;0.6;91.1
77403;Saint-Brice;812;10;86.8;0;0;82.3;1.3;96.3
77404;Sainte-Colombe;1778;12;83.5;0;0;69;0.4;91.4
77405;Saint-Cyr-sur-Morin;1943;17;69.9;0;0;72.1;0.1;94.8
77406;Saint-Denis-lès-Rebais;989;9;57.8;0;0;83;0.2;95.4
77407;Saint-Fargeau-Ponthierry;15117;217;84;1;44;82.5;0.6;89.5
77408;Saint-Fiacre;490;4;63.3;0;0;86.7;0;95.5
77409;Saint-Germain-Laval;2887;27;83.3;0;0;78.5;0.4;92.8
77410;Saint-Germain-Laxis;737;5;83.9;0;0;82.5;0;95.8
77411;Saint-Germain-sous-Doue;553;5;66.4;0;0;84.2;1.7;97.9
77412;Saint-Germain-sur-École;371;4;66.9;0;0;87.7;1.6;97.6
77413;Saint-Germain-sur-Morin;3892;41;73.9;0;0;72.1;0.9;92.9
77414;Saint-Hilliers;479;5;71.5;0;0;84.7;0.4;95.5
77415;Saint-Jean-les-Deux-Jumeaux;1294;11;73.6;0;0;71.4;0.2;93.8
77416;Saint-Just-en-Brie;264;1;54.7;0;0;80.8;0;97.1
77417;Saint-Léger;244;1;26.9;0;0;81.6;0;94.9
77418;Saint-Loup-de-Naud;859;7;80.5;0;0;76.5;0.8;92.2
77419;Saint-Mammès;3232;32;75.1;0;0;61.1;2.7;89.5
77420;Saint-Mard;3853;33;91;1;48;74.1;0.5;92.7
77421;Saint-Mars-Vieux-Maisons;248;3;35.5;0;0;81.1;0.7;97.1
77423;Saint-Martin-des-Champs;660;2;56.6;0;0;86.1;1;95.5
77424;Saint-Martin-du-Boschet;264;4;50.8;0;0;87.1;0;95.8
77425;Saint-Martin-en-Bière;746;5;46.5;0;0;82.3;0.3;95.7
77426;Saint-Méry;333;3;74.2;0;0;87.1;0;96
77427;Saint-Mesmes;596;2;74.7;0;0;85;0.6;96.5
77428;Saint-Ouen-en-Brie;833;9;70.2;0;0;88.8;0;97.2
77429;Saint-Ouen-sur-Morin;526;3;94.5;0;0;76.4;1.3;97
77430;Saint-Pathus;6478;76;82.7;0;0;81;0.3;96.4
