Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/02/02 00:00:00;2023/02/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;16.0;15.6625;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/03 00:00:00;2023/02/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;15.0;14.575;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/04 00:00:00;2023/02/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.1833333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/05 00:00:00;2023/02/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;9.6;9.5958333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/06 00:00:00;2023/02/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;21.0;21.0083333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/07 00:00:00;2023/02/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;33.0;32.6375;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/08 00:00:00;2023/02/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;48.0;48.2125;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/09 00:00:00;2023/02/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;49.0;49.425;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/10 00:00:00;2023/02/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;25.0;24.9125;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/11 00:00:00;2023/02/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;32.0;31.9791666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
